,hellodata_id,property,rating,count_reviews
56,9c81cacd-e718-51fa-bfbb-e077b8b62465,The Addison at South Tryon,4.2,520.0
57,064743f6-535e-5dcf-b508-2c3887b97e36,Parkside at South Tryon,3.3,187.0
58,e55ea47f-c9ec-5f8e-8e6c-0f715529697c,Gramercy Square at Ayrsley,4.5,101.0
59,d6c073d3-dee7-5e5c-890b-e2201d9079a4,Coffey Creek,3.4,197.0
60,ea6716f5-6498-5366-9320-f2b26359ca5b,Citra Luxe,3.2,307.0
61,390e9348-1eb3-56ee-ad22-b0d93b54b4de,Beacon Hill,3.5,350.0
62,5ea7a10c-1da5-558f-b40a-06365aa1455d,Rise Sunridge,3.2,66.0
63,030fe880-7acb-5acf-83fd-e65b39b26791,Cortland Whitehall,4.3,252.0
64,35cfb356-44d7-5fdd-a81e-b183f3f98872,Whitehall Parc,3.9,195.0
65,0e5a9542-9097-52a5-9bba-f2b49890004b,Sonderly at the Concourse,4.4,46.0
66,178d3a18-ca07-582d-b779-83486c87d52f,Pringle Square,3.8,167.0
67,a648e440-f22c-5d24-a18d-05ca2ce3d54a,Mosby Steele Creek,3.3,62.0
68,20628d5d-45ef-5a08-bf13-e31103e882ed,Vesta City Park Apartments,4.0,136.0
69,d8b48c42-806c-5a35-b5fd-c34dd533d95f,Haven at Rivergate,4.1,123.0
70,55087df9-69b4-5d2d-9d0d-7ab87e8cea5c,Axis Berewick,4.6,25.0
71,310b4333-2179-57b6-9d48-3bb3dabb4b83,Berewick Pointe Apartments,3.8,175.0
72,73365c5d-3af0-5934-8362-bd9e15bb97bb,Indigo at Berewick,4.1,58.0
73,46334295-e952-53c9-9706-9bf6f328b073,Cortland Addison Circle,4.5,351.0
74,fa5fdba4-e3e4-5eb9-a266-b733c74d3e1b,AMLI Addison,4.3,175.0
75,6860a0ff-5071-5f25-838f-d9e138ccd3b9,Allegro,3.4,196.0
76,bce6a515-9f02-59e0-80a6-808b787f053a,MAA Addison Circle,3.6,483.0
77,63479af3-eee1-54c3-b829-c3a5fb336a25,Addison Keller Springs,4.1,416.0
78,06cfb85c-bb18-5580-9ea0-40036ded28f0,Berkshire Auburn,4.3,279.0
79,d61eeec4-4838-5dc1-b092-7e661bc5a141,Keller Springs Crossing,4.0,324.0
80,80235722-38b7-52db-afc2-4ddcdf0aa370,IMT Prestonwood,4.4,348.0
81,0d800dae-d506-588a-a853-b850c7ce82e0,Jewel on Landmark,4.0,502.0
82,5ad192c2-53f8-5cd4-b82f-e55dc41edf4e,Cortland Allen Station,4.6,394.0
83,f1eca59d-5a3d-5789-90a3-2afdc01db711,The Link at Twin Creeks,4.1,129.0
84,cb4cfa92-3a75-55fe-82a1-1d549e4c61cc,The Carson at Twin Creeks,4.0,425.0
85,5ac88d81-54ec-5885-b541-b825781e233d,Magnolia on the Green,4.5,237.0
86,ac8a32ed-4069-5216-9e52-b676b6e73018,Inkwell Watters Creek,4.5,332.0
87,c0b57060-ff89-5bfb-badb-c0946e4e41f9,Watterscape Urban Residential,4.1,134.0
88,485d7f4f-d4b0-5951-b268-e5c55f930105,Axis at Watters Creek,4.4,202.0
89,05c825a4-48c5-540b-98ff-0665bfc285fa,The Montgomery at Watters Creek,4.3,230.0
90,72d9fe0f-19d5-5bc0-9609-8c35a000d50c,Twin Creeks Crossing,3.8,404.0
91,faabfd32-5b29-5409-bb28-d9edbf98569e,Kinstead,4.3,148.0
92,00fde857-a768-59db-99bf-22326284f87a,The Addison at Sandy Springs,3.3,195.0
93,3231e964-8217-592d-b431-bfbaf2649776,Marquis at Perimeter Center,4.1,225.0
94,09f00129-ffc1-54c1-b157-c1733e110d99,Spalding Bridge,3.5,173.0
95,4910f5aa-2923-5862-925d-8dbcf9e7c7fd,Veridian at Sandy Springs,3.0,250.0
96,32e12cf5-ca58-5a19-b8a5-d2b642b2c2cd,Dunwoody Crossing,3.8,198.0
97,46a6861d-bddc-5750-940d-f75e53156c4e,Aqua at Sandy Springs,3.3,234.0
98,0543014f-55b2-57bc-882c-3befdac24edb,Dunwoody Pointe,3.3,154.0
99,4eef65fd-3b99-5a47-9860-d444e91a17b8,Glen Lake,3.1,98.0
100,71b4dfbd-300e-532c-a938-337dfedb0282,Morgans Landing,4.2,172.0
101,6d22484a-f9cf-57cf-a5e6-b335e288813b,The Atlantic North Springs,2.7,217.0
102,cd2340f9-bb16-5d4d-9c53-7e90ed58e590,ARIUM Morgan Falls,3.2,485.0
103,0247da4e-fa26-5359-b359-545625c7dafb,Wesley St. James Apartments at Sandy Springs,4.0,317.0
104,edd83639-e2d6-565c-b7be-6f01cbe5cbe3,Dunwoody Ridge,3.3,121.0
105,2d1e43a1-4aef-5b27-a498-d7b15359593a,Randolph Perimeter,3.0,582.0
106,0e08c80f-fe6a-58ed-b823-ee9ee3ff271d,1000 Spalding,4.0,187.0
107,5aa1d445-782e-5b5f-aadc-4a94dc1918b1,The Reserve at Ridgewood,3.3,252.0
108,71631422-835a-53aa-89b8-1cbaed2a167c,Aventura Dunwoody,3.5,193.0
109,f7c28538-4447-5077-98ef-a2d6c16216eb,The Adair Apartment Homes,4.2,155.0
110,74ad8c26-f0bd-5765-bd74-7ff10e64dbdd,The Carlyle at Perimeter,3.6,173.0
111,bb57acae-f4c1-5161-b677-ef69fb07dffd,Celebration at Sandy Springs,3.9,348.0
112,6f2fc1cc-c4dd-5542-bbc0-e869132eb995,Hawthorne Gates,3.5,127.0
113,1f2b0646-d052-50d5-8a92-a7549ebaec0a,Tramore Village,4.0,190.0
114,23482159-ff8f-5db0-bc1c-d89ff0a2dbd9,Chroma Park Apartments,3.7,379.0
115,cf1e0570-0d45-5272-8b26-b803d56182b1,Alta Mill Apartments,4.1,324.0
116,f7526b10-8961-50d6-ae64-ad69e2f65a04,Forest Glen,3.8,472.0
117,2e762ccd-6c5b-5a5a-be3b-69afebdc260f,Crestmark Apartment Homes,3.5,170.0
118,422a56f4-55e6-596b-8081-97bfb672ff0d,Ivy Commons,4.0,172.0
119,12ed45e0-362a-510a-8910-4d98514e565d,670 Thornton,2.8,164.0
120,506ac933-584f-53fe-bacf-c0ccb944f54b,Birch Landing Apartments,4.0,546.0
121,3d9efecf-2220-599b-85f6-5a08486918cf,Cortland at Armour Yards,4.0,576.0
122,5366ad64-6015-5844-9554-df4edb064da1,Gables Midtown,3.4,298.0
123,4612d51d-8e54-5ed0-8d3f-11592b7ec6a4,MAA Brookwood,3.8,442.0
124,17abeda0-5f7b-5d94-970a-a783f1f08ad9,The Peninsula at Buckhead,4.1,553.0
125,1e0c04ca-3ce6-553d-bd89-31575bf88728,Willowest in Lindbergh,3.8,492.0
126,f2be7698-9240-5fa8-b511-bd6e00d42ec4,AMLI Piedmont Heights,4.0,274.0
127,9e572997-464f-5733-a7fe-1efb655bbd6e,Core at Lindbergh,3.1,325.0
128,007149b9-e73f-59dc-9571-67676b841dae,Newbergh ATL,3.7,155.0
129,b3660a97-a45b-5d7f-9293-230cb5679fab,Avana Cheshire Bridge,4.2,473.0
130,ae5ea285-8e62-528a-8be1-d19697446261,MAA Peachtree Hills,4.1,299.0
131,eba6f2f5-3ada-501d-95e5-a97d7e812724,Optimist Lofts,3.3,208.0
132,9c630651-66e2-5ef4-8316-418974c677c0,Cortland Woodlands,3.7,426.0
133,78f5937e-348e-5216-b926-8223c4080e57,Stratford Ridge,3.7,924.0
134,5dcde7a3-c514-56fb-a861-c96949d00888,Arbors at East Cobb,3.5,496.0
135,5814bb61-f174-5cb8-b3c2-b3742fc1786d,Westminster Square,3.8,194.0
136,5e519bab-559e-5457-8084-8cf49caa7a27,Elme Marietta,3.8,438.0
137,f08a4d27-5c96-5a6d-a3d5-5a8b4b06ed76,The Park at Vinings,4.2,590.0
138,0ba9c8f9-12a7-511f-8ce3-28431f2c6fb9,Wildwood Ridge Apartments,4.1,519.0
139,0aefa4af-c840-51ff-8a7c-df9c0134b230,Forest Ridge at Terrell Mill,3.6,548.0
140,c6714383-c4e2-5b0d-9be1-42e3c0d8a0fd,Rosemont Bentley,4.0,547.0
141,fae937d3-e41c-5f8c-a129-327bc9d237a8,Rosemont Vinings Ridge,3.8,241.0
142,2b41c486-dc2b-5817-b0d8-92961d1b3853,Gables Mill,3.4,310.0
143,62ce925f-b989-533f-ad62-5b8689f9d432,Marketplace Village,3.9,255.0
144,b4e0f733-3008-5948-b39f-521f4c90e883,Mill House at East Cobb Apartment Homes,4.6,300.0
145,ed19e9ef-a3af-5e8a-a928-43d032916f6f,Lex Alpharetta,4.6,196.0
146,f9989439-a48c-5b84-8c82-4c3070461358,Wood Bridge Apartments,3.7,195.0
147,350b505a-be87-54bc-830b-eb4ec4694a97,Woodhaven at Park Bridge,4.7,359.0
148,cbc651db-9ec0-5b23-981a-7ad7a997c527,2200 Big Creek Apartments,4.0,151.0
149,d0a10358-6b1f-539a-9e9c-b53605027709,Lakeside at Milton Park,4.1,114.0
150,f2523ab7-53a5-58da-8fe8-33546d193da6,Collingwood Apartments,4.0,221.0
151,79c43014-9d0d-5196-b746-8d0ebd2a8ac2,IMT Alpharetta,4.3,340.0
152,a973e1c6-3364-558d-8de6-53a5a20c0874,North Park Estates,3.0,212.0
153,410057d0-434f-56fb-9701-624889d7b95f,Belmont at Park Bridge Apartments,3.8,251.0
154,1e38a6f3-d285-54bd-a391-6f43e6c5ba91,Cortland Windward,4.2,204.0
155,f5a73143-381b-5ab2-8bf4-c6e732da34a7,IMT Stoneleigh at Deerfield,4.5,381.0
156,54a20553-3899-507f-8dd4-e1b762239a30,Bell Alpharetta,4.3,495.0
157,61d542a5-c335-5db4-9ed9-cd2448d7982b,Webb Bridge Crossing,3.7,89.0
158,726fd3fb-0c9f-5472-90ba-b1d122e8291b,Walton Bluegrass,4.7,85.0
159,f5a73143-381b-5ab2-8bf4-c6e732da34a7,IMT Stoneleigh at Deerfield,4.5,381.0
160,14a05b74-5bf5-57ac-a309-155f625615a8,Cortland Sugarloaf,4.4,359.0
161,8666cfa1-907f-593a-b522-f5aa125e883e,Halston Riverside,3.4,303.0
162,77de4852-76f5-5a39-aaae-8de61e5e669b,UPGRADED The Preserve at Legacy Park,4.1,229.0
163,068d956e-2d45-59e3-aad7-2cd561787a52,Holland Park,3.9,291.0
164,f1e59f9f-dc6c-5571-94e2-00e7a8afac75,Merritt at Sugarloaf,3.5,216.0
165,8cc898d6-5a15-55e9-be44-92e6345cba3c,MAA Prescott,4.0,265.0
166,51612ab4-00e4-5f4c-944a-9aa260ccb1ff,MAA McDaniel Farm,4.3,409.0
167,2134a075-781e-53ed-ad30-ff45f3f05a61,Sugarloaf Summit,4.1,323.0
168,cf7c95a1-6449-5a57-8b68-f30fb14868d5,Cortland Duluth,4.4,890.0
169,26e49be0-d9c2-575a-8e3a-34a92dedcdf4,The Asher at Sugarloaf,4.2,331.0
170,83afca96-99d8-5991-9320-06a78572f5be,Sugarloaf Grove,4.5,117.0
171,9db4d72a-12bf-5ff6-9e9f-80957de891c1,The Edison Sugarloaf Apartments,4.2,267.0
172,8744f6b2-fac3-55c0-9811-793dfa095119,1760 Apartments,4.2,262.0
173,2cd9b7bd-489d-5ce7-b9b6-6ab7eace44a5,Attiva Peachtree,4.8,97.0
174,1b027c7c-4d68-5f8c-83f4-bc6951c6c8fc,The Deco at 5211,3.7,291.0
175,a2f7cba3-b637-5af5-b71e-6ddd16d3c5a8,The Keswick,4.3,174.0
176,9b2fe34f-2bac-5bd6-97c6-1c2b88c04fde,The Oliver Chamblee,4.2,195.0
177,71d9def4-c7cd-5a25-8925-3ddb0b185696,Hearthside Brookleigh - Adults 62+,4.4,17.0
178,c21aa0aa-2b2d-59ff-a309-c73b257ec0e0,Overture Buckhead South 55+ Apartment Homes,4.6,56.0
179,b11e3ff3-073e-552a-8f0b-c2cf1f4f36ae,Veranda at Assembly,5.0,15.0
180,15c8e5bd-64a7-5c99-934d-8f7def4079f8,Overture Powers Ferry 55+ Active Adult Apa,4.4,33.0
181,c141b538-4905-5b4b-bc22-ea348a6f5a52,Everleigh Duluth 55+ Active Adult Apartmen,4.3,40.0
182,d91f478b-987b-5c0a-9239-eba815b90d1c,Annabelle on Main 55+ Active Adult Apartme,4.8,95.0
183,0d343bd4-ffc1-5bb1-a6e9-7c22f3ca1f09,Alta Porter on Peachtree,4.9,322.0
184,fdb3e158-b687-5292-bf87-e24064264ac3,Emblem Alpharetta,4.4,75.0
185,ee0eefaf-59c7-5f75-b0e9-17c018a1c9b8,Everleigh Halcyon Village,4.6,38.0
186,db56dc40-ba4c-5d55-9e62-acadd72ac9e1,Cortland on Ponce,4.6,189.0
187,6bf94fbc-6224-5d77-8333-40c5058f2c2e,Arlo Decatur Apartments,4.3,246.0
188,6f54e3b7-33b0-5429-a0f9-540b2f9e2116,Abberly Onyx Apartment Homes,4.5,122.0
189,9967191a-3216-5d6c-a115-28446c7c5ac2,1133 on the Square,4.5,162.0
190,0638d722-7929-5781-864f-9904c8e7742b,Inkwell Decatur,4.0,91.0
191,0ca6b2ce-0a8a-5ffc-b392-1732b199a10d,AMLI Decatur,4.4,80.0
192,493978f9-9f87-58dd-ab18-95d1b6d3c8e8,Willis Avondale Estates Apartments,4.5,136.0
193,f8edc682-2779-5467-bdbd-567cb08211b8,Modera Decatur,3.9,48.0
194,980eb3cc-5c05-5f5e-9fbe-9d4633425266,Connect Decatur,4.8,20.0
195,786a6af1-d338-5ded-96cf-300881c45801,The Jade at Avondale,4.3,149.0
196,4d498831-335e-52e6-ab3e-a4845b1fd345,Cortland Viridian,4.4,356.0
197,9469a211-c4ee-524d-9eba-2a94f3255610,Elme Druid Hills,3.9,393.0
198,162846c3-52c2-5607-a5cb-6a29b53cef3e,Rock Springs Village,3.9,314.0
199,f55163b9-94b0-52cc-8fe4-a588bdaa50e4,Meadow Lake Cha-z,,
200,24bcfa5a-155a-58bf-ba4c-e4889dd1629f,Cortland 3131,4.8,265.0
201,aee903b4-4ce6-5fd3-9cbc-87c55b00a0ff,Marq at Brookhaven,4.5,480.0
202,af4125af-c4ed-504d-8c31-43b747542b84,Camden St. Clair,4.1,284.0
203,48b810af-61f7-51ff-8dee-95d38c720fa9,The Dakota at Druid Hills,4.1,170.0
204,d1b78870-7ff9-5a43-a6e2-903f4d31cbda,Clairmont Reserve Apartment Homes,3.7,132.0
205,a45fbd3a-d631-5814-9f9d-4e8cb896ca0b,Gables Montclair,3.4,109.0
206,db82e421-9806-5305-a3db-6f4c1bab31af,Cortland Peachtree Battle,4.1,137.0
207,fbea7025-5a87-5fa4-9006-b93e146820c9,Alexan Buckhead Village,4.2,194.0
208,cae58290-3764-5b57-a9db-2206c15cc5ba,Elle of Buckhead,4.2,147.0
209,6dc7566c-dc56-5eca-b127-e938468c5efd,Bell Buckhead West,4.4,293.0
210,e1722590-f282-5c56-bad3-fcadfdeafd7d,Aster Buckhead,3.4,171.0
211,5e367b28-d02d-5a60-9df4-12156f604d40,Venue Brookwood Apartments,3.8,204.0
212,73687beb-5625-5196-adaf-8c03a9b0598a,Windsor Morningside,4.1,292.0
213,999628e8-bfed-5dc3-9a20-0e2bb5cf282c,The Monroe Atlanta,4.7,121.0
214,fb8db3d2-7b2e-5d7b-8eca-acb5bd8078fe,92 West Paces,4.7,157.0
215,322a2f93-79b9-5c6d-89c4-b846b4800c3a,Marquis at Buckhead,4.5,269.0
216,bab3d93a-781c-5f84-a105-4ac3fc290c30,Mark at West Midtown,4.5,494.0
217,aacc8213-c620-5e92-9e7b-05e9d66b3140,Hanover Buckhead Village,4.8,1041.0
218,daf30f2e-30d6-5d8a-baed-40cd2fbfe67e,The Bryant at Buckhead Village,4.5,314.0
219,6871cf0c-b75a-5ef6-a26a-9589700fb1f2,Skyhouse Buckhead,3.8,249.0
220,d766aa4d-2945-5c29-9103-10692bf95e07,Cyan On Peachtree,4.2,481.0
221,8aafbdbb-57ec-5fbe-818c-fceec12b9c59,Gentry,3.9,136.0
222,55903a47-6c1d-5038-bccd-e38e4497fd08,Modera Old Ivy,4.6,173.0
223,8fcc9e67-6132-57be-9205-23d32daf2cc9,Cortland Oleander,4.6,555.0
224,ca3f3645-37dc-581a-9264-5e0a19879dd7,Bryn House,4.5,144.0
225,b6bfdb86-06bf-5f0a-b77e-20c822820b81,Bellamy Executive Park,4.8,137.0
226,fa3ec4e4-88f7-5150-ac84-bedc76a36726,Centra at North Druid Hills,4.7,474.0
227,9fd4d66f-1f9b-5f80-b895-b2708de7f64b,Abberly Skye Apartment Homes,4.2,183.0
228,f6ad61ad-5bba-5869-8155-490411584c79,AMLI Buckhead,4.0,221.0
229,5e14abbc-9314-5a45-8ad0-33369a9f399b,MAA Briarcliff,4.2,528.0
230,d0ffaabe-6d00-52a4-b5b9-c3670e24477f,Lumen Briarcliff,4.0,68.0
231,3c5ad98b-e55c-5da4-89d2-9649ff597b41,Briarcliff Apartments,3.4,196.0
232,a4292ec4-a997-56ba-9471-13a74fa1ad1d,LaVista Crossing,3.1,159.0
233,2350160c-2a23-5016-a0f1-474648ec0efa,The Five @ North Decatur,3.3,229.0
234,caec7594-eae9-53a4-9ac5-f998659897af,Ansley Forest,4.4,34.0
235,92b96e2a-f216-54cf-8b20-7c9945adbac7,The Arbors at Breckinridge Apartment Homes,4.4,741.0
236,49932427-abec-5e76-8d2a-9852a9f533ba,Reflections on Sweetwater Apartments,3.9,294.0
237,f8da5284-2516-5afd-a53a-f23da80208d2,Breckinridge Vue,4.2,504.0
238,c015dbf2-fc1d-52b6-a517-ba974ca4ecc0,Anzio,,
239,e60ac059-9721-5918-9512-22cf3fd67817,Wesley Place Apartments at Lawrenceville,3.6,235.0
240,73be866f-eeba-5ae2-af63-0f21c8df2a9e,The Crest at Sugarloaf,3.7,348.0
241,17ca9aea-286f-51d2-bb16-f6a85b16446d,Constellation Park,4.8,33.0
242,180a5ff7-47af-52bd-933a-467e8ec12033,Cortland at the Village,4.5,1098.0
243,705d7b3f-84f7-59df-b24c-29b77cf8047b,The Preserve at Terrell Mill Apartments,3.2,504.0
244,acfc5dfa-8bb2-59ed-bfbd-6f96971c17c8,Park on Windy Hill,3.9,1285.0
245,fa8b9796-28ec-5cb5-ae83-61d3549d499d,The Alcove,4.3,498.0
246,874e9618-4c19-5f70-8dd3-3193cab55fb0,Grandstand,3.5,935.0
247,9fdc9744-d0de-59b3-a6b9-a1f3208c387e,Residences at Vinings Mountain,3.8,677.0
248,66cb90e3-7151-5f08-868b-5feee0c61804,WestHaven At Vinings,4.0,1060.0
249,4736243e-f877-5a08-847c-e00396ae187f,Rockledge Apartments,3.5,504.0
250,95cb805f-60cb-58bc-9bab-298ec4978015,MAA Spring,4.0,275.0
251,52bbf6b2-887d-528a-94f7-8c02aa26c218,Walton on the Chattahoochee,4.2,372.0
252,7a9732bf-6ff7-5ed9-8f1d-192f8e3cefca,400 Belmont,4.0,199.0
253,472f251e-5cf3-51e6-bd1c-1ebd52b1e2df,Avonlea Square,4.4,144.0
254,6d0e3c78-d0ff-5c61-b11c-0d0bd255bc75,The Berkshires at Vinings,4.6,256.0
255,d56dd985-0785-5747-8b66-2b6ef013eea1,The Springs at Peachtree Corners,3.0,349.0
256,81790360-5c87-544b-ab77-a7e983d025cb,Dunwoody Glen,4.2,1136.0
257,0e8fc68e-40a2-512f-aaad-b77a4214c831,Windsor Peachtree Corners,4.0,532.0
258,3d530fbc-ed97-5b18-a80d-0211112ac89e,Rosemont Peachtree Corners,3.8,410.0
259,6a949c36-862c-5330-b662-c5d9b974ba55,Norcross Crossing,2.7,169.0
260,c839e3f1-b721-5622-9914-2b33f3cb97c8,Reserve at Peachtree Corners,2.9,260.0
261,cd2e8ffb-0c98-5e34-9206-ddd0cafe06ed,ARIUM Winters Chapel,3.6,482.0
262,ca7a870c-5bdd-5ce5-91d5-d5a50c8706b8,Avenues at Holcomb Bridge,3.5,386.0
263,d23cdc95-4f6a-5b74-a5a3-7dc06b9c1c32,Cortland Holcomb Bridge,4.5,199.0
264,b0af7e88-cea3-5258-af7e-7742661f1cf2,Cortland Peachtree Corners,4.4,288.0
265,9165f7f5-45a6-5813-8207-e72fcb420fdb,The Clara by Broadstone,4.5,57.0
266,b2c6f6b9-8c53-5a29-9edd-8fc52fe67ed6,Broadstone Peachtree Corners,4.6,166.0
267,e43066b8-e612-549e-a4ac-9e1143b39764,Park Trace Apartments,4.3,191.0
268,5814dd97-cd41-5745-a34d-60897805f179,Corners at 1700,4.2,627.0
269,8a16a328-7ff4-5bcc-8dc8-775f478a9c04,Retreat at River Park,4.1,153.0
270,43060151-a08f-5392-aedf-3781459f7c74,Spaulding Hills,4.1,89.0
271,7b9ba1f8-14dd-54ac-b004-32f50d12cc50,Station Heights,4.2,322.0
272,93b78d69-cb4f-512d-acb1-3c8feede6e40,Elliot Roswell Apartments,3.4,295.0
273,075752ee-356d-5782-992b-7e63b841b5b3,Lake House at Martin's Landing,3.6,310.0
274,08927e00-0627-54f0-80d4-d0b1851d1285,The Atlantic Newtown,3.5,219.0
275,2bd9cd85-9ef8-57e8-a7bf-5ffa3381718a,Preserve at Dunwoody,3.7,330.0
276,a4b17f5d-e3c5-5cba-a808-6d33e947155a,The Carson at Peachtree Corners,3.4,389.0
277,bb385085-f931-5d5a-bbff-def0bdcee7a7,Seven Pines,4.2,223.0
278,bb534479-8078-5f89-89c2-8468f13b4f5f,The Cleo Dunwoody,4.2,263.0
279,65a46481-17fc-5495-8ead-7d8741a67351,Walton Centennial,4.2,87.0
280,1ce100d3-93cf-5ba1-b95a-f1f75873cd64,Avana Woods,3.2,275.0
281,91d4bb26-2e6c-5126-90f2-8cdeaca60033,Champions Green,4.3,265.0
282,03f4c8be-36fe-5efa-99c0-10be5e75b9b1,Cortland Park 83,4.3,633.0
283,ea423d66-fe47-58dd-ba10-89e9babc4614,Perimeter Circle,3.9,141.0
284,f1ffd771-1d1b-5e89-9800-5dd3ebe24858,Charleston Court,3.9,119.0
285,103e0e44-bc89-50dc-a5b8-f47f66243d21,Perimeter 5550,4.0,95.0
286,54133137-964b-537a-a04a-8ca6524bc538,The Stratford Apartments,3.6,285.0
287,2cd68d15-e3ac-51a3-a840-a3677868a3e7,Aven Chastain,3.9,170.0
288,439fea63-1571-5dad-99e4-3d9ffb58950c,Sirona,4.2,1126.0
289,76e96e68-b596-5085-ae10-75d7ee6713a3,Bell Glenridge,4.4,232.0
290,bff8ed1c-9992-56c0-826a-b6d86eeeed4d,Arches at Glenridge,3.5,54.0
